-98,3.4107,-1.2837,-1.0394,8.8592,0.0294,0.4320,0.0935,31.0874,-42.4976,-46.3448,Bus
-98,3.4107,-1.5208,-0.3257,10.6938,0.1886,0.5380,0.0664,31.4624,-43.6226,-46.7198,Bus
-98,3.4107,-1.2837,0.0072,10.3010,-0.0207,-0.1539,0.0328,31.0874,-43.6226,-45.0948,Bus
-98,3.4107,-0.6993,-0.9604,9.8148,-0.1666,-0.6722,0.0429,31.0874,-43.2476,-46.3448,Bus
-98,3.4107,-0.7449,-0.7425,8.6580,-0.0574,-0.4085,0.1058,31.4624,-43.6226,-46.3448,Bus
-98,3.4107,-0.9580,-0.7784,8.4927,-0.0143,0.2296,0.0946,29.9624,-43.6226,-48.4073,Bus
-98,3.4107,-1.1304,-0.6083,9.6232,0.0054,0.4815,0.0520,31.0874,-43.2476,-46.3448,Bus
-98,3.4107,-1.2143,-0.9772,11.7835,0.0613,0.1294,0.0472,30.7124,-43.2476,-47.1573,Bus
-98,3.4107,-0.7975,-1.4849,11.2590,0.0299,-0.5316,0.0914,31.4624,-42.8726,-45.5323,Bus
-98,3.4107,-0.3353,0.7544,7.6353,-0.1453,-0.6615,0.0813,31.0874,-42.4976,-46.3448,Bus
-98,3.4107,-0.2156,-0.9724,6.5168,-0.2353,-0.1401,0.0829,30.7124,-42.1226,-45.9073,Bus
-98,3.4107,-0.2611,-1.6023,9.1418,-0.0361,0.4778,0.0328,29.9624,-43.2476,-45.9073,Bus
-98,3.4107,-1.0323,-1.5089,12.2553,0.3841,0.6115,0.0424,30.3374,-42.8726,-47.9698,Bus
-98,3.4107,-0.9269,-0.0814,9.6902,0.1524,-0.1124,0.0541,30.3374,-43.2476,-46.7198,Bus
-98,3.4107,-0.6395,0.5916,6.8929,-0.3621,-0.7233,0.0286,30.7124,-42.8726,-46.7823,Bus
-98,3.4107,-0.3952,-1.1568,7.2449,-0.2998,-0.5518,0.0286,30.7124,-42.4976,-47.1573,Bus
-98,3.4107,-0.0934,-1.7939,10.5477,0.1998,0.2322,-0.0306,29.9624,-43.2476,-47.1573,Bus
-98,3.4107,-1.0562,-1.8178,13.7522,0.5210,0.7579,0.0067,30.3374,-43.6226,-46.3448,Bus
-98,3.4107,-1.1400,1.3771,9.9034,0.0283,-0.0746,0.0328,30.7124,-42.8726,-46.3448,Bus
-98,3.7303,-0.4718,0.1078,8.0616,-0.4958,-0.7601,-0.0002,31.0874,-43.6226,-47.5323,Bus
-98,3.7303,-0.1557,-1.4586,7.9634,-0.2875,-0.4799,-0.0141,29.5874,-42.8726,-45.9073,Bus
-98,3.7303,-0.4527,-1.7987,9.0580,0.2595,0.5188,0.0142,28.8374,-42.4976,-47.1573,Bus
-98,3.7303,-1.4011,-0.2658,11.1919,0.4182,1.1766,0.0472,29.5874,-43.2476,-46.7198,Bus
-98,3.7303,-1.8178,0.9915,10.9860,-0.0106,0.2706,0.0344,30.3374,-43.6226,-46.7823,Bus
-98,3.7303,-0.8023,-0.6083,10.1693,-0.2146,-0.8437,0.0568,31.4624,-43.2476,-46.3448,Bus
-98,3.7303,-0.1102,-1.1664,8.7275,-0.1405,-0.8922,0.0563,30.7124,-43.2476,-47.5323,Bus
-98,3.7303,-0.4383,-1.0370,9.0604,0.0278,0.1182,0.0637,29.9624,-41.7476,-47.1573,Bus
-98,3.7303,-1.6190,-0.2467,10.6051,0.2536,1.0205,0.0403,29.9624,-42.1226,-46.7198,Bus
-98,3.7303,-1.4226,0.3760,11.1560,0.1002,0.5582,0.0131,31.0874,-42.4976,-46.3448,Bus
-98,3.7303,-0.4718,-0.8047,9.3957,-0.2156,-0.6994,0.0493,31.8374,-42.8726,-45.9073,Bus
-98,3.7303,0.1102,-0.6395,8.3011,-0.2199,-0.9891,0.0605,30.7124,-42.1226,-46.7198,Bus
-98,3.7303,-0.4479,-1.4993,10.2483,0.0960,-0.0394,0.0147,29.5874,-42.1226,-48.3448,Bus
-98,3.7303,-1.2023,-0.6538,12.8876,0.4315,0.9113,0.0158,29.5874,-42.4976,-47.5323,Bus
-98,3.7303,-1.0897,0.0790,9.9753,0.0118,0.1481,0.0637,30.3374,-43.2476,-45.9698,Bus
-98,3.7303,-0.3712,0.8407,6.6462,-0.5118,-0.7009,0.0461,30.3374,-42.8726,-45.4698,Bus
-98,3.7303,0.0838,-0.3401,7.0964,-0.3365,-0.5108,-0.0263,29.2124,-42.4976,-46.7198,Bus
-98,3.7303,0.0958,-2.4190,10.6267,0.2898,0.3824,-0.0386,28.8374,-42.8726,-46.7198,Bus
-98,3.7303,-1.3963,-1.2071,14.9497,0.6994,0.9380,0.0179,29.5874,-42.4976,-47.1573,Bus
-98,3.7303,-1.4466,1.7723,11.3716,-0.0196,-0.3904,0.0355,30.3374,-42.4976,-45.9698,Bus
-98,3.7303,-0.6131,0.5748,8.0664,-0.5927,-1.2725,-0.0194,30.3374,-43.6226,-47.5948,Bus
-98,3.7303,-0.3233,-0.7496,6.7013,-0.3733,-0.6589,-0.0679,28.8374,-42.4976,-47.9698,Bus
-98,3.7303,-0.0048,-1.7148,8.2772,0.1572,0.6109,-0.0631,28.4624,-42.1226,-47.9698,Bus
-98,3.7303,-0.5485,-0.7880,13.0792,0.5317,1.3332,-0.0311,28.8374,-42.1226,-46.3448,Bus
-98,3.7303,-1.4155,-0.1245,14.6120,0.2073,0.1518,-0.0055,29.9624,-42.4976,-45.9698,Bus
-98,3.7303,-0.4191,0.1389,11.0195,-0.2604,-1.3928,0.0610,30.7124,-42.8726,-46.7198,Bus
-98,3.7303,0.3114,-0.2132,6.9384,-0.4138,-1.4168,0.0802,29.2124,-42.8726,-47.1573,Bus
-98,3.7303,0.4263,-0.4982,5.5421,-0.3184,-0.2466,0.0312,27.7124,-41.7476,-47.9698,Bus
-98,3.7303,0.6754,-0.7999,7.7742,0.0534,1.0317,-0.0375,28.0874,-41.7476,-47.9698,Bus
