None,15.2500,-0.6889,0.0437,10.8990,-0.0844,0.0258,0.0189,437.9000,-30.2000,-42.8000,Car
None,15.2500,-0.4010,0.0174,11.7873,-0.0376,-0.0740,-0.0021,437.9000,-30.2000,-42.8000,Car
None,15.2500,-0.2047,0.3112,9.3901,0.0751,-0.0519,0.0048,437.9000,-30.2000,-42.8000,Car
None,15.2500,-0.5088,0.9122,6.5056,0.1321,0.1246,0.0173,437.9000,-30.2000,-42.8000,Car
None,15.2500,-1.6532,0.2693,7.7333,-0.0309,0.2194,-0.0109,437.9000,-30.2000,-42.8000,Car
None,15.2500,-1.2192,0.2376,11.9531,-0.2093,0.0740,-0.0309,437.9000,-30.2000,-42.8000,Car
None,15.2500,-0.8942,-0.0718,11.4934,-0.0210,-0.2178,0.0258,437.9000,-30.2000,-42.8000,Car
None,15.2500,-0.7608,0.4627,10.3322,0.1726,-0.1699,-0.0003,437.9000,-30.2000,-42.8000,Car
None,15.2500,-1.0475,0.4567,9.0752,0.0056,0.0711,-0.0210,437.9000,-30.2000,-42.8000,Car
None,15.2500,-0.7949,0.7536,8.1852,-0.0575,0.1193,-0.0197,437.9000,-29.8000,-42.8000,Car
None,15.2500,-1.1121,0.3442,8.9016,-0.0509,0.1028,0.0184,437.9000,-29.8000,-42.8000,Car
None,15.2500,-1.1157,-0.2370,10.6847,-0.0565,0.0067,0.0200,437.9000,-29.8000,-42.8000,Car
None,15.2500,-0.7847,-0.1239,9.5020,0.0573,-0.1297,0.0402,437.9000,-29.8000,-42.8000,Car
None,15.2500,-1.0121,0.2867,7.7345,0.1031,-0.0663,0.0325,437.5000,-29.8000,-42.8000,Car
None,15.2500,-0.9786,0.0036,7.8434,-0.0730,0.1308,0.0112,437.5000,-29.8000,-42.8000,Car
None,15.2500,-0.9182,0.3089,10.1155,-0.2370,0.1414,0.0250,437.5000,-29.8000,-42.8000,Car
